ID,Industry_Name,City,Rank
483,Computer Games,Lorton,117
484,Computer Hardware,Lorton,117
485,Computer Networking,Lorton,117
486,Computer Software,Lorton,117
487,Construction,Lorton,117
488,Consumer Electronics,Lorton,117
489,Consumer Goods,Lorton,117
490,Consumer Services,Lorton,117
491,Cosmetics,Lorton,117
492,Dairy,Lorton,117
493,Defense amp; Space,Lorton,117
494,Design,Lorton,117
495,Education Management,Lorton,117
496,E-Learning,Lorton,117
497,Electrical/Electronic Manufacturing,Lorton,117
498,Entertainment,Lorton,117
499,Environmental Services,Lorton,117
500,Events Services,Lorton,117
501,Executive Office,Lorton,117
502,Facilities Services,Lorton,117
503,Farming,Lorton,117
504,Financial Services,Lorton,117
505,Fine Art,Lorton,117
506,Fishery,Lorton,117
507,Food amp; Beverages,Lorton,117
508,Food Production,Lorton,117
509,Fund-Raising,Lorton,117
510,Furniture,Lorton,117
511,Gambling amp; Casinos,Lorton,117
512,Glass,Lorton,117
513,Government Administration,Lorton,117
514,Government Relations,Lorton,117
515,Graphic Design,Lorton,117
516,Health,Lorton,117
517,Higher Education,Lorton,117
518,Hospital amp; Health Care,Lorton,117
519,Hospitality,Lorton,117
520,Human Resources,Lorton,117
521,Import and Export,Lorton,117
522,Individual amp; Family Services,Lorton,117
523,Industrial Automation,Lorton,117
524,Information Services,Lorton,117
525,Information Technology and Services,Lorton,117
526,Insurance,Lorton,117
527,International Affairs,Lorton,117
528,International Trade and Development,Lorton,117
529,Internet,Lorton,117
530,Investment Banking,Lorton,117
531,Investment Management,Lorton,117
532,Judiciary,Lorton,117
533,Law Enforcement,Lorton,117
534,Law Practice,Lorton,117
535,Legal Services,Lorton,117
536,Legislative Office,Lorton,117
537,Leisure,Lorton,117
538,Libraries,Lorton,117
539,Logistics and Supply Chain,Lorton,117
540,Luxury Goods amp; Jewelry,Lorton,117
541,Machinery,Lorton,117
542,Management Consulting,Lorton,117
543,Maritime,Lorton,117
544,Market Research,Lorton,117
545,Marketing and Advertising,Lorton,117
546,Mechanical or Industrial Engineering,Lorton,117
547,Media Production,Lorton,117
548,Medical Devices,Lorton,117
549,Medical Practice,Lorton,117
550,Mental Health Care,Lorton,117
551,Military,Lorton,117
552,Mining amp; Metals,Lorton,117
553,Motion Pictures and Film,Lorton,117
554,Museums and Institutions,Lorton,117
555,Music,Lorton,117
556,Nanotechnology,Lorton,117
557,Newspapers,Lorton,117
558,Nonprofit Organization Management,Lorton,117
559,Oil amp; Energy,Lorton,117
560,Online Media,Lorton,117
561,Outsourcing/Offshoring,Lorton,117
562,Package/Freight Delivery,Lorton,117
563,Packaging and Containers,Lorton,117
564,Paper amp; Forest Products,Lorton,117
565,Performing Arts,Lorton,117
566,Pharmaceuticals,Lorton,117
567,Philanthropy,Lorton,117
568,Photography,Lorton,117
569,Plastics,Lorton,117
570,Political Organization,Lorton,117
571,Primary/Secondary Education,Lorton,117
572,Printing,Lorton,117
573,Professional Training amp; Coaching,Lorton,117
574,Program Development,Lorton,117
575,Public Policy,Lorton,117
576,Public Relations and Communications,Lorton,117
577,Public Safety,Lorton,117
578,Publishing,Lorton,117
579,Railroad Manufacture,Lorton,117
580,Ranching,Lorton,117
581,Real Estate,Lorton,117
582,Recreational Facilities and Services,Lorton,117
583,Religious Institutions,Lorton,117
584,Renewables amp; Environment,Lorton,117
585,Research,Lorton,117
586,Restaurants,Lorton,117
587,Retail,Lorton,117
588,Security and Investigations,Lorton,117
589,Semiconductors,Lorton,117
590,Shipbuilding,Lorton,117
591,Sporting Goods,Lorton,117
592,Sports,Lorton,117
593,Staffing and Recruiting,Lorton,117
594,Supermarkets,Lorton,117
595,Telecommunications,Lorton,117
596,Textiles,Lorton,117
597,Think Tanks,Lorton,117
598,Tobacco,Lorton,117
599,Translation and Localization,Lorton,117
600,Transportation/Trucking/Railroad,Lorton,117
601,Utilities,Lorton,117
602,Venture Capital amp; Private Equity,Lorton,117
603,Veterinary,Lorton,117
604,Warehousing,Lorton,117
605,Wholesale,Lorton,117
606,Wine and Spirits,Lorton,117
607,Wireless,Lorton,117
608,Writing and Editing,Lorton,117
609,Accounting,Beaver,116
610,Airlines/Aviation,Browerville,116
611,Alternative Medicine,Mokena,116
612,Animation,Mokena,116
613,Apparel amp; Fashion,Mokena,116
614,Architecture amp; Planning,Mokena,116
615,Arts and Crafts,Mokena,116
616,Automotive,Mokena,116
617,Aviation amp; Aerospace,Mokena,116
618,Banking,Mokena,116
619,Biotechnology,Mokena,116
620,Broadcast Media,Mokena,116
621,Building Materials,Mokena,116
622,Business Supplies and Equipment,Mokena,116
623,Capital Markets,Mokena,116
624,Chemicals,Mokena,116
625,Civic amp; Social Organization,Mokena,116
626,Civil Engineering,Mokena,116
627,Commercial Real Estate,Mokena,116
628,Computer amp; Network Security,Mokena,116
629,Computer Games,Mokena,116
630,Computer Hardware,Mokena,116
631,Computer Networking,Mokena,116
632,Computer Software,Mokena,116
633,Construction,Mokena,116
634,Consumer Electronics,Mokena,116
635,Consumer Goods,Mokena,116
636,Consumer Services,Mokena,116
637,Cosmetics,Mokena,116
638,Dairy,Mokena,116
639,Defense amp; Space,Mokena,116
640,Design,Mokena,116
641,Education Management,Mokena,116
642,E-Learning,Mokena,116
643,Electrical/Electronic Manufacturing,Mokena,116
644,Entertainment,Mokena,116
645,Environmental Services,Mokena,116
646,Events Services,Mokena,116
647,Executive Office,Mokena,116
648,Facilities Services,Mokena,116
649,Farming,Mokena,116
650,Financial Services,Mokena,116
651,Fine Art,Mokena,116
652,Fishery,Mokena,116
653,Food amp; Beverages,Mokena,116
654,Food Production,Mokena,116
655,Fund-Raising,Mokena,116
656,Furniture,Mokena,116
657,Gambling amp; Casinos,Mokena,116
658,Glass,Mokena,116
659,Government Administration,Mokena,116
660,Government Relations,Mokena,116
661,Graphic Design,Mokena,116
662,Health,Mokena,116
663,Higher Education,Mokena,116
664,Hospital amp; Health Care,Mokena,116
665,Hospitality,Mokena,116
666,Human Resources,Mokena,116
667,Import and Export,Mokena,116
668,Individual amp; Family Services,Mokena,116
669,Industrial Automation,Mokena,116
670,Information Services,Mokena,116
671,Information Technology and Services,Mokena,116
672,Insurance,Mokena,116
673,International Affairs,Mokena,116
674,International Trade and Development,Mokena,116
675,Internet,Mokena,116
676,Investment Banking,Mokena,116
677,Investment Management,Mokena,116
678,Judiciary,Mokena,116
679,Law Enforcement,Mokena,116
680,Law Practice,Mokena,116
681,Legal Services,Mokena,116
682,Legislative Office,Mokena,116
683,Leisure,Mokena,116
684,Libraries,Mokena,116
685,Logistics and Supply Chain,Mokena,116
686,Luxury Goods amp; Jewelry,Mokena,116
687,Machinery,Mokena,116
688,Management Consulting,Mokena,116
689,Maritime,Mokena,116
690,Market Research,Mokena,116
691,Marketing and Advertising,Mokena,116
692,Mechanical or Industrial Engineering,Mokena,116
693,Media Production,Mokena,116
694,Medical Devices,Mokena,116
695,Medical Practice,Mokena,116
696,Mental Health Care,Mokena,116
697,Military,Mokena,116
698,Mining amp; Metals,Mokena,116
699,Motion Pictures and Film,Mokena,116
700,Museums and Institutions,Mokena,116
701,Music,Mokena,116
702,Nanotechnology,Mokena,116
703,Newspapers,Mokena,116
704,Nonprofit Organization Management,Mokena,116
705,Oil amp; Energy,Mokena,116
706,Online Media,Mokena,116
707,Outsourcing/Offshoring,Mokena,116
708,Package/Freight Delivery,Mokena,116
709,Packaging and Containers,Mokena,116
710,Paper amp; Forest Products,Mokena,116
711,Performing Arts,Mokena,116
712,Pharmaceuticals,Mokena,116
713,Philanthropy,Mokena,116
714,Photography,Mokena,116
715,Plastics,Mokena,116
716,Political Organization,Mokena,116
717,Primary/Secondary Education,Mokena,116
718,Printing,Mokena,116
719,Professional Training amp; Coaching,Mokena,116
720,Program Development,Mokena,116
721,Public Policy,Mokena,116
722,Public Relations and Communications,Mokena,116
723,Public Safety,Mokena,116
724,Publishing,Mokena,116
725,Railroad Manufacture,Mokena,116
726,Ranching,Mokena,116
727,Real Estate,Mokena,116
728,Recreational Facilities and Services,Mokena,116
729,Religious Institutions,Mokena,116
730,Renewables amp; Environment,Mokena,116
731,Research,Mokena,116
732,Restaurants,Mokena,116
733,Retail,Mokena,116
734,Security and Investigations,Mokena,116
735,Semiconductors,Mokena,116
736,Shipbuilding,Mokena,116
737,Sporting Goods,Mokena,116
738,Sports,Mokena,116
739,Staffing and Recruiting,Mokena,116
740,Supermarkets,Mokena,116
741,Telecommunications,Mokena,116
742,Textiles,Mokena,116
743,Think Tanks,Mokena,116
744,Tobacco,Mokena,116
745,Translation and Localization,Mokena,116
746,Transportation/Trucking/Railroad,Mokena,116
747,Utilities,Mokena,116
748,Venture Capital amp; Private Equity,Mokena,116
749,Veterinary,Mokena,116
750,Warehousing,Mokena,116
751,Wholesale,Mokena,116
752,Wine and Spirits,Mokena,116
753,Wireless,Mokena,116
754,Writing and Editing,Mokena,116
755,Accounting,Alatna,115
756,Airlines/Aviation,Avenel,115
757,Alternative Medicine,Klamath Falls,115
758,Animation,Klamath Falls,115
759,Apparel amp; Fashion,Klamath Falls,115
760,Architecture amp; Planning,Klamath Falls,115
